id_estudiante,id_asignatura,nota,convocatoria,fecha_examen
414,10,5.93,Ordinaria,2023-09-14
414,2,6.19,Extraordinaria,2024-08-10
415,8,5.63,Extraordinaria,2025-04-17
415,7,4.98,Ordinaria,2024-03-23
415,6,5.53,Extraordinaria,2023-09-16
416,2,4.66,Extraordinaria,2024-03-23
416,4,6.55,Extraordinaria,2023-07-22
416,5,5.35,Ordinaria,2023-08-26
417,10,6.85,Extraordinaria,2025-05-03
417,9,4.17,Extraordinaria,2023-09-14
417,7,7.0,Extraordinaria,2024-06-08
418,6,7.75,Ordinaria,2023-05-29
418,3,3.51,Ordinaria,2023-11-21
418,9,7.06,Extraordinaria,2024-06-26
419,9,8.34,Ordinaria,2024-01-29
419,5,4.69,Extraordinaria,2025-03-30
419,6,9.01,Extraordinaria,2025-02-01
420,3,7.13,Extraordinaria,2023-09-11
420,2,5.44,Extraordinaria,2024-07-26
420,5,6.42,Extraordinaria,2024-12-12
421,4,7.34,Extraordinaria,2024-05-03
421,3,6.61,Ordinaria,2025-01-08
421,5,7.31,Ordinaria,2023-10-14
422,5,5.12,Ordinaria,2025-03-20
422,3,6.75,Ordinaria,2024-04-13
422,2,4.38,Ordinaria,2024-05-30
423,10,6.33,Ordinaria,2024-10-24
423,1,5.14,Extraordinaria,2024-08-20
423,4,5.4,Ordinaria,2023-12-13
424,6,8.35,Extraordinaria,2024-06-23
424,4,8.14,Extraordinaria,2024-09-28
424,5,7.41,Ordinaria,2025-04-26
425,8,4.86,Ordinaria,2024-02-13
425,5,6.03,Extraordinaria,2023-12-26
425,2,8.32,Extraordinaria,2023-07-22
426,8,6.71,Ordinaria,2024-09-20
426,5,9.98,Extraordinaria,2023-09-15
426,2,7.09,Ordinaria,2024-01-02
427,6,6.79,Ordinaria,2023-10-07
427,2,6.04,Extraordinaria,2023-11-07
427,4,6.7,Ordinaria,2023-12-05
428,9,6.27,Extraordinaria,2024-09-27
428,6,7.56,Ordinaria,2025-02-02
428,5,7.94,Extraordinaria,2024-03-20
429,1,5.32,Extraordinaria,2023-07-07
429,7,4.5,Ordinaria,2025-03-24
429,2,3.75,Ordinaria,2023-05-25
430,1,7.26,Extraordinaria,2024-08-24
430,4,4.84,Ordinaria,2024-12-24
430,3,3.27,Ordinaria,2024-08-30
431,5,7.08,Extraordinaria,2024-04-20
431,8,10.0,Ordinaria,2024-08-18
431,3,6.49,Extraordinaria,2023-12-28
432,5,7.76,Ordinaria,2024-10-22
432,3,6.62,Ordinaria,2023-06-17
432,4,6.35,Ordinaria,2024-12-28
433,7,7.88,Ordinaria,2023-06-29
433,2,6.06,Ordinaria,2024-10-29
433,8,6.9,Ordinaria,2024-02-02
434,7,6.98,Ordinaria,2024-03-08
434,5,5.5,Extraordinaria,2023-11-25
434,10,7.99,Extraordinaria,2023-08-24
435,9,6.24,Ordinaria,2023-11-07
435,3,5.37,Extraordinaria,2025-01-25
435,5,7.3,Extraordinaria,2023-10-25
436,8,5.15,Extraordinaria,2024-11-11
436,7,6.54,Extraordinaria,2024-01-17
436,6,6.49,Ordinaria,2024-02-17
437,4,8.13,Extraordinaria,2024-08-02
437,2,7.21,Extraordinaria,2023-12-23
437,5,6.46,Extraordinaria,2024-03-12
438,4,7.73,Ordinaria,2024-01-02
438,7,8.59,Extraordinaria,2023-11-02
438,2,7.34,Extraordinaria,2024-02-08
439,2,6.52,Ordinaria,2025-04-26
439,6,4.53,Extraordinaria,2023-10-10
439,7,4.9,Extraordinaria,2025-05-02
440,10,6.04,Ordinaria,2025-02-20
440,7,5.59,Extraordinaria,2023-07-28
440,4,6.22,Extraordinaria,2025-02-10
441,9,6.58,Ordinaria,2023-06-21
441,4,7.29,Extraordinaria,2024-07-31
441,7,6.39,Extraordinaria,2025-01-24
442,6,7.23,Extraordinaria,2024-12-20
442,7,6.6,Extraordinaria,2024-12-14
442,9,3.54,Extraordinaria,2024-12-03
443,5,5.09,Extraordinaria,2023-06-01
443,1,6.28,Ordinaria,2023-11-10
443,10,4.69,Extraordinaria,2025-03-05
444,1,7.4,Extraordinaria,2024-02-13
444,5,8.8,Ordinaria,2023-05-28
444,8,8.33,Ordinaria,2025-04-22
445,9,6.18,Extraordinaria,2024-08-02
445,4,8.74,Ordinaria,2024-02-29
445,2,6.72,Ordinaria,2023-08-07
446,1,5.99,Extraordinaria,2024-07-11
446,7,5.58,Extraordinaria,2024-03-19
446,2,6.05,Ordinaria,2024-09-11
447,1,5.92,Extraordinaria,2024-04-09
447,9,6.76,Ordinaria,2023-08-05
447,4,6.74,Ordinaria,2023-06-28
448,9,6.5,Extraordinaria,2023-06-01
448,7,7.16,Ordinaria,2024-10-16
448,4,8.29,Extraordinaria,2023-06-09
449,6,7.92,Ordinaria,2024-12-21
449,7,4.27,Ordinaria,2025-02-16
449,4,2.67,Ordinaria,2024-08-14
450,1,7.9,Extraordinaria,2023-08-30
450,9,4.45,Extraordinaria,2024-12-06
450,2,6.16,Ordinaria,2023-08-27
451,3,4.74,Ordinaria,2024-09-01
451,5,3.8,Ordinaria,2024-04-14
451,9,7.31,Ordinaria,2025-02-08
452,1,7.64,Extraordinaria,2024-09-13
452,5,5.64,Extraordinaria,2024-01-12
452,2,2.61,Ordinaria,2024-09-28
453,5,5.68,Ordinaria,2024-11-26
453,2,7.09,Extraordinaria,2023-07-03
453,9,4.28,Ordinaria,2024-11-07
454,1,6.78,Ordinaria,2023-10-17
454,9,6.48,Extraordinaria,2024-04-24
454,3,7.37,Ordinaria,2024-03-15
455,10,6.68,Extraordinaria,2024-10-04
455,5,5.04,Ordinaria,2023-09-11
455,6,8.29,Extraordinaria,2023-09-07
456,5,6.26,Ordinaria,2024-10-27
456,8,6.46,Extraordinaria,2023-06-01
456,4,5.1,Extraordinaria,2023-10-27
457,7,5.84,Ordinaria,2023-07-06
457,5,5.17,Ordinaria,2025-01-26
457,10,6.24,Extraordinaria,2024-07-24
458,9,9.07,Extraordinaria,2024-01-12
458,5,4.44,Ordinaria,2023-05-15
458,8,4.08,Extraordinaria,2024-01-01
459,1,8.71,Extraordinaria,2024-01-26
459,8,6.19,Ordinaria,2024-10-07
459,7,5.5,Extraordinaria,2024-06-18
460,4,8.06,Ordinaria,2023-12-12
460,1,5.59,Extraordinaria,2023-11-07
460,7,9.24,Extraordinaria,2025-01-11
461,8,7.52,Extraordinaria,2023-07-11
461,2,5.77,Ordinaria,2023-07-16
461,5,9.74,Ordinaria,2024-04-30
462,2,5.59,Ordinaria,2024-07-13
462,9,7.61,Extraordinaria,2024-07-25
462,3,6.95,Ordinaria,2023-08-10
463,2,8.45,Extraordinaria,2025-03-23
463,3,8.84,Ordinaria,2023-08-07
463,7,6.55,Ordinaria,2025-03-18
464,8,5.37,Extraordinaria,2024-11-10
464,5,7.19,Extraordinaria,2023-12-18
464,7,5.48,Ordinaria,2024-05-28
465,1,9.52,Ordinaria,2024-07-02
465,6,6.7,Extraordinaria,2024-12-09
465,7,5.95,Ordinaria,2023-10-29
466,9,6.78,Extraordinaria,2025-03-29
466,8,4.48,Ordinaria,2024-02-25
466,10,5.04,Extraordinaria,2025-04-13
467,8,8.3,Ordinaria,2023-08-13
467,10,5.51,Extraordinaria,2024-04-26
467,2,4.93,Ordinaria,2024-12-14
468,7,7.3,Ordinaria,2024-12-20
468,3,8.28,Ordinaria,2024-07-17
468,1,7.58,Ordinaria,2024-11-01
469,4,7.99,Ordinaria,2024-07-26
469,8,5.36,Extraordinaria,2024-05-04
469,2,4.37,Extraordinaria,2024-01-03
470,3,8.75,Ordinaria,2025-04-23
470,9,6.02,Extraordinaria,2023-08-27
470,8,6.12,Extraordinaria,2023-05-29
471,1,8.49,Extraordinaria,2023-11-12
471,5,7.33,Extraordinaria,2024-10-27
471,2,7.18,Extraordinaria,2024-09-29
472,9,9.75,Ordinaria,2024-07-28
472,6,5.53,Ordinaria,2025-04-27
472,10,7.89,Extraordinaria,2023-09-29
473,9,6.59,Extraordinaria,2024-02-29
473,4,6.9,Extraordinaria,2024-01-31
473,6,8.79,Extraordinaria,2025-04-23
474,4,7.26,Ordinaria,2025-02-03
474,6,7.31,Extraordinaria,2023-09-28
474,3,8.11,Ordinaria,2023-10-06
475,6,5.95,Ordinaria,2024-01-22
475,7,5.24,Extraordinaria,2024-10-08
475,3,4.93,Ordinaria,2024-11-23
476,1,3.55,Ordinaria,2024-05-21
476,5,9.58,Ordinaria,2024-09-05
476,4,4.85,Extraordinaria,2023-11-01
477,6,6.17,Extraordinaria,2023-07-22
477,2,6.08,Ordinaria,2024-02-15
477,1,6.96,Ordinaria,2024-05-08
478,6,7.72,Extraordinaria,2023-08-01
478,9,7.79,Ordinaria,2023-09-23
478,4,5.63,Ordinaria,2023-08-14
479,5,6.25,Extraordinaria,2024-05-09
479,10,6.92,Extraordinaria,2023-06-25
479,7,6.13,Extraordinaria,2024-07-21
480,5,8.91,Ordinaria,2023-09-18
480,9,7.24,Ordinaria,2024-06-14
480,4,7.6,Ordinaria,2023-05-21
481,4,7.49,Extraordinaria,2024-08-12
481,5,8.26,Ordinaria,2024-08-11
481,3,6.77,Ordinaria,2025-02-13
482,9,4.55,Extraordinaria,2023-11-01
482,7,7.1,Extraordinaria,2024-03-03
482,6,5.52,Ordinaria,2024-02-11
483,3,5.71,Ordinaria,2025-03-16
483,1,7.38,Ordinaria,2024-06-27
483,4,8.36,Ordinaria,2023-06-19
484,3,6.53,Ordinaria,2023-09-06
484,10,6.96,Extraordinaria,2023-07-15
484,8,9.05,Ordinaria,2025-03-02
485,1,6.86,Extraordinaria,2023-06-07
485,3,10.0,Extraordinaria,2024-12-14
485,8,7.35,Extraordinaria,2025-03-08
486,5,3.86,Ordinaria,2023-05-25
486,9,7.63,Extraordinaria,2024-08-25
486,2,7.07,Extraordinaria,2024-08-20
487,7,8.43,Extraordinaria,2024-11-29
487,8,7.51,Extraordinaria,2024-01-12
487,6,6.29,Ordinaria,2024-07-15
488,10,4.66,Extraordinaria,2024-04-28
488,4,6.19,Ordinaria,2025-04-14
488,3,5.22,Extraordinaria,2023-11-17
489,9,5.63,Extraordinaria,2024-04-24
489,8,7.38,Ordinaria,2024-05-19
489,10,9.0,Extraordinaria,2023-09-09
490,6,7.09,Extraordinaria,2023-12-06
490,3,4.71,Extraordinaria,2023-07-10
490,1,7.17,Extraordinaria,2024-01-18
491,7,8.29,Extraordinaria,2023-05-16
491,4,5.59,Extraordinaria,2023-06-24
491,9,6.3,Ordinaria,2025-02-15
492,1,6.52,Extraordinaria,2024-05-09
492,4,5.32,Ordinaria,2023-06-01
492,8,7.47,Ordinaria,2024-02-27
493,10,6.32,Ordinaria,2024-09-27
493,5,7.13,Extraordinaria,2025-02-23
493,6,5.17,Extraordinaria,2024-05-07
494,9,5.84,Ordinaria,2024-06-13
494,1,7.58,Extraordinaria,2025-02-07
494,5,5.94,Extraordinaria,2024-03-26
495,7,9.09,Extraordinaria,2024-11-20
495,1,5.9,Ordinaria,2025-03-03
495,5,6.84,Ordinaria,2023-07-14
496,8,7.9,Ordinaria,2023-10-19
496,10,4.37,Extraordinaria,2024-09-14
496,9,3.86,Ordinaria,2024-12-22
497,1,4.21,Ordinaria,2024-04-19
497,6,8.39,Ordinaria,2024-02-02
497,10,5.67,Ordinaria,2023-09-23
498,2,10.0,Ordinaria,2023-11-25
498,7,5.65,Extraordinaria,2024-10-11
498,10,6.78,Ordinaria,2024-07-10
499,6,8.81,Ordinaria,2023-12-31
499,2,9.51,Ordinaria,2024-11-20
499,5,9.59,Extraordinaria,2024-07-30
500,6,8.31,Ordinaria,2023-07-17
500,3,8.04,Extraordinaria,2023-11-05
500,10,7.39,Extraordinaria,2025-05-01
501,1,7.67,Ordinaria,2023-11-06
501,2,5.67,Extraordinaria,2023-10-12
501,4,5.27,Ordinaria,2023-08-02
502,3,6.49,Extraordinaria,2023-09-05
502,8,6.24,Ordinaria,2023-11-19
502,1,5.82,Extraordinaria,2024-01-21
503,3,7.54,Extraordinaria,2025-01-17
503,1,7.93,Extraordinaria,2024-01-01
503,5,6.63,Ordinaria,2023-07-16
504,6,8.72,Extraordinaria,2024-01-18
504,8,4.79,Ordinaria,2025-04-07
504,2,6.21,Ordinaria,2024-07-30
505,2,5.42,Ordinaria,2024-01-07
505,3,3.7,Extraordinaria,2023-08-15
505,10,6.38,Ordinaria,2024-02-12
506,3,6.32,Extraordinaria,2025-01-23
506,1,8.77,Extraordinaria,2023-07-05
506,4,7.45,Ordinaria,2025-02-05
507,4,4.96,Ordinaria,2024-07-29
507,5,9.28,Extraordinaria,2024-01-23
507,10,8.33,Ordinaria,2024-01-02
508,7,7.37,Extraordinaria,2025-01-31
508,5,6.16,Ordinaria,2025-01-19
508,3,5.06,Extraordinaria,2025-01-02
509,7,5.94,Extraordinaria,2024-08-13
509,4,8.13,Ordinaria,2024-12-17
509,9,9.33,Ordinaria,2024-07-08
510,5,8.81,Extraordinaria,2024-03-07
510,10,5.77,Ordinaria,2023-08-22
510,8,4.82,Extraordinaria,2024-09-06
511,6,6.71,Extraordinaria,2023-06-03
511,10,3.85,Ordinaria,2024-12-25
511,9,6.98,Ordinaria,2023-07-21
512,10,6.28,Ordinaria,2023-12-24
512,7,5.8,Extraordinaria,2024-01-21
512,3,4.11,Extraordinaria,2024-01-22
513,5,7.27,Extraordinaria,2023-06-24
513,4,5.7,Ordinaria,2024-05-26
513,6,4.75,Ordinaria,2023-11-10
514,5,2.19,Extraordinaria,2023-09-18
514,4,6.46,Ordinaria,2024-09-17
514,8,9.16,Ordinaria,2024-10-05
515,9,8.99,Ordinaria,2023-10-19
515,3,5.81,Extraordinaria,2023-12-04
515,8,5.6,Extraordinaria,2024-02-01
516,6,7.2,Extraordinaria,2024-02-23
516,7,5.0,Ordinaria,2024-06-16
516,1,6.95,Extraordinaria,2023-06-27
517,1,7.65,Extraordinaria,2023-11-02
517,3,8.34,Extraordinaria,2023-11-19
517,7,6.35,Extraordinaria,2025-03-21
518,2,6.19,Extraordinaria,2024-08-27
518,3,5.18,Ordinaria,2023-06-22
518,6,5.26,Extraordinaria,2024-12-25
519,9,6.16,Extraordinaria,2024-12-21
519,3,7.05,Extraordinaria,2024-12-14
519,1,7.87,Extraordinaria,2024-01-16
520,7,5.3,Extraordinaria,2025-02-19
520,8,8.74,Extraordinaria,2023-05-21
520,4,6.09,Extraordinaria,2024-03-26
521,8,6.47,Ordinaria,2023-11-07
521,7,5.38,Ordinaria,2024-02-09
521,5,2.86,Ordinaria,2024-07-07
522,7,7.83,Extraordinaria,2025-04-25
522,10,7.61,Ordinaria,2023-07-04
522,5,6.08,Ordinaria,2024-03-08
523,9,6.6,Ordinaria,2023-12-04
523,3,7.27,Ordinaria,2025-02-22
523,5,4.16,Ordinaria,2023-05-31
524,6,5.71,Extraordinaria,2024-11-01
524,1,7.69,Ordinaria,2024-11-17
524,2,4.62,Extraordinaria,2023-11-26
525,8,6.94,Extraordinaria,2024-05-27
525,7,4.47,Ordinaria,2024-06-27
525,3,7.2,Ordinaria,2024-10-20
526,4,6.45,Extraordinaria,2024-12-06
526,3,4.08,Ordinaria,2023-08-25
526,5,8.25,Ordinaria,2023-08-08
527,4,5.4,Ordinaria,2023-07-24
527,10,5.28,Ordinaria,2024-08-30
527,7,6.8,Ordinaria,2023-09-29
528,9,8.22,Extraordinaria,2025-04-23
528,6,4.98,Ordinaria,2024-11-29
528,1,6.59,Extraordinaria,2024-03-04
529,2,7.14,Ordinaria,2024-07-22
529,8,7.54,Extraordinaria,2024-10-05
529,7,6.76,Extraordinaria,2024-02-04
530,8,5.95,Extraordinaria,2023-08-16
530,4,5.26,Ordinaria,2023-11-11
530,2,6.63,Extraordinaria,2024-06-17
531,3,4.89,Extraordinaria,2024-11-24
531,7,2.12,Extraordinaria,2024-12-18
531,6,7.15,Extraordinaria,2024-07-26
532,9,7.86,Extraordinaria,2025-03-03
532,2,2.96,Ordinaria,2025-01-02
532,6,4.99,Ordinaria,2025-01-18
533,10,7.43,Extraordinaria,2023-11-23
533,3,9.59,Extraordinaria,2024-11-09
533,4,6.53,Extraordinaria,2024-06-08
534,9,5.41,Ordinaria,2024-02-28
534,1,6.23,Ordinaria,2024-08-17
534,7,8.56,Ordinaria,2024-10-06
535,8,5.53,Ordinaria,2023-11-26
535,4,5.3,Extraordinaria,2023-07-02
535,1,5.78,Extraordinaria,2024-02-09
536,2,5.07,Ordinaria,2024-08-07
536,6,6.68,Extraordinaria,2024-12-21
536,7,8.94,Ordinaria,2025-03-18
537,5,6.98,Extraordinaria,2024-08-01
537,10,6.12,Ordinaria,2025-02-05
537,7,6.06,Extraordinaria,2023-12-31
538,7,4.16,Extraordinaria,2023-12-13
538,3,7.82,Ordinaria,2025-01-17
538,9,6.38,Extraordinaria,2024-09-06
539,2,6.23,Extraordinaria,2025-02-14
539,6,10.0,Ordinaria,2025-01-24
539,10,6.95,Ordinaria,2023-09-01
540,6,5.37,Extraordinaria,2023-07-04
540,3,5.86,Ordinaria,2024-01-31
540,7,8.22,Extraordinaria,2024-07-04
541,7,6.67,Extraordinaria,2025-04-12
541,10,4.34,Extraordinaria,2024-01-02
541,1,7.88,Extraordinaria,2024-01-30
542,2,5.5,Extraordinaria,2024-11-30
542,8,9.31,Extraordinaria,2024-09-09
542,6,8.12,Extraordinaria,2024-09-04
543,2,5.83,Extraordinaria,2025-03-26
543,3,8.42,Ordinaria,2025-01-27
543,7,6.6,Ordinaria,2023-12-08
544,1,7.78,Ordinaria,2024-11-06
544,6,7.23,Extraordinaria,2025-04-04
544,5,5.23,Extraordinaria,2023-09-29
545,1,5.53,Ordinaria,2023-11-15
545,8,8.04,Ordinaria,2024-07-22
545,5,6.0,Extraordinaria,2024-10-09
546,8,5.89,Extraordinaria,2024-01-06
546,6,5.07,Extraordinaria,2024-10-31
546,1,7.14,Extraordinaria,2023-10-13
547,6,9.59,Extraordinaria,2024-03-13
547,5,4.9,Ordinaria,2025-01-14
547,1,6.54,Extraordinaria,2023-09-05
548,6,8.62,Extraordinaria,2024-11-26
548,7,6.38,Extraordinaria,2024-12-24
548,1,7.18,Extraordinaria,2023-12-14
549,1,4.91,Ordinaria,2024-09-11
549,2,7.14,Extraordinaria,2023-11-24
549,6,6.22,Ordinaria,2023-12-28
550,3,7.98,Ordinaria,2023-08-10
550,2,8.28,Ordinaria,2025-01-12
550,9,10.0,Extraordinaria,2025-01-23
551,7,7.37,Extraordinaria,2024-12-19
551,5,6.99,Ordinaria,2024-02-07
551,6,6.79,Extraordinaria,2023-10-05
552,1,5.97,Extraordinaria,2023-09-16
552,2,7.01,Ordinaria,2023-09-12
552,6,6.06,Ordinaria,2023-09-13
553,10,6.75,Ordinaria,2023-11-11
553,2,8.48,Extraordinaria,2025-04-28
553,7,4.99,Extraordinaria,2024-04-24
554,7,8.21,Ordinaria,2023-07-14
554,10,8.48,Extraordinaria,2025-05-12
554,1,6.32,Ordinaria,2024-03-26
555,7,3.32,Extraordinaria,2023-12-30
555,2,5.59,Extraordinaria,2024-11-20
555,4,8.45,Ordinaria,2023-06-18
556,1,6.47,Ordinaria,2024-07-14
556,6,5.0,Extraordinaria,2023-10-15
556,8,5.74,Extraordinaria,2023-09-04
557,3,7.76,Extraordinaria,2024-11-08
557,5,7.32,Ordinaria,2024-06-17
557,1,6.14,Extraordinaria,2024-09-19
558,5,5.95,Ordinaria,2024-11-11
558,1,5.91,Ordinaria,2024-07-31
558,7,5.12,Extraordinaria,2024-08-01
559,3,8.92,Extraordinaria,2023-05-31
559,5,6.02,Extraordinaria,2024-08-06
559,9,8.33,Ordinaria,2023-06-02
560,4,8.78,Extraordinaria,2023-05-17
560,10,8.0,Ordinaria,2024-11-12
560,1,5.85,Ordinaria,2024-07-22
561,10,7.11,Extraordinaria,2023-09-10
561,5,6.46,Extraordinaria,2024-07-08
561,8,5.14,Extraordinaria,2024-01-06
562,8,6.99,Extraordinaria,2023-12-07
562,9,4.73,Extraordinaria,2023-08-27
562,1,8.28,Extraordinaria,2025-02-21
563,6,5.8,Extraordinaria,2024-06-27
563,8,6.8,Extraordinaria,2024-01-01
563,3,6.92,Ordinaria,2023-10-12
564,9,6.11,Extraordinaria,2024-10-01
564,3,7.38,Extraordinaria,2023-12-04
564,7,5.79,Ordinaria,2023-09-12
565,10,7.81,Extraordinaria,2025-03-22
565,2,4.48,Ordinaria,2023-08-23
565,8,6.69,Ordinaria,2023-09-27
566,9,9.41,Extraordinaria,2025-03-31
566,6,5.0,Extraordinaria,2023-11-06
566,5,5.48,Extraordinaria,2024-01-19
567,8,7.27,Ordinaria,2024-04-04
567,1,6.77,Extraordinaria,2023-09-10
567,3,7.03,Extraordinaria,2024-10-14
568,7,7.23,Extraordinaria,2024-04-20
568,1,7.45,Ordinaria,2023-05-26
568,5,8.16,Extraordinaria,2024-09-27
569,9,7.11,Ordinaria,2024-11-16
569,3,6.14,Ordinaria,2023-07-15
569,7,7.51,Extraordinaria,2024-07-16
570,4,9.35,Extraordinaria,2023-06-03
570,10,6.3,Ordinaria,2023-12-01
570,2,5.04,Ordinaria,2024-11-26
571,7,8.16,Extraordinaria,2023-08-26
571,9,6.32,Ordinaria,2023-11-06
571,10,3.24,Extraordinaria,2024-05-20
572,10,7.77,Extraordinaria,2024-10-12
572,5,5.7,Ordinaria,2024-09-04
572,6,6.36,Extraordinaria,2024-02-12
573,9,7.0,Ordinaria,2023-06-02
573,10,6.79,Extraordinaria,2025-04-25
573,7,7.56,Extraordinaria,2023-11-11
574,8,5.85,Ordinaria,2025-03-27
574,5,7.27,Ordinaria,2025-01-17
574,10,6.11,Extraordinaria,2023-10-20
575,5,7.61,Extraordinaria,2024-08-02
575,1,7.42,Ordinaria,2025-03-01
575,6,5.1,Ordinaria,2024-06-18
576,7,8.13,Extraordinaria,2025-02-20
576,10,5.7,Ordinaria,2023-12-03
576,9,7.71,Ordinaria,2023-08-13
577,10,7.05,Ordinaria,2024-09-11
577,4,9.26,Extraordinaria,2024-11-12
577,3,6.16,Ordinaria,2023-10-18
578,6,5.98,Extraordinaria,2024-07-07
578,4,6.47,Ordinaria,2024-03-06
578,3,6.05,Extraordinaria,2024-05-29
579,1,7.7,Ordinaria,2023-11-11
579,7,4.08,Extraordinaria,2024-02-24
579,4,4.92,Extraordinaria,2023-09-05
580,4,4.9,Ordinaria,2024-10-11
580,3,7.93,Extraordinaria,2024-02-13
580,8,9.07,Ordinaria,2024-03-09
581,5,6.34,Ordinaria,2024-07-04
581,2,6.25,Extraordinaria,2025-04-02
581,1,6.61,Extraordinaria,2023-06-19
582,4,8.24,Ordinaria,2025-03-19
582,8,5.11,Extraordinaria,2025-03-20
582,10,6.86,Ordinaria,2025-01-23
583,10,7.96,Ordinaria,2024-11-04
583,6,7.25,Extraordinaria,2025-04-27
583,3,6.78,Ordinaria,2025-04-07
584,1,8.0,Extraordinaria,2025-01-13
584,10,2.45,Extraordinaria,2024-07-10
584,7,7.52,Ordinaria,2024-12-08
585,7,5.52,Ordinaria,2024-11-21
585,5,3.75,Extraordinaria,2023-07-29
585,2,7.27,Extraordinaria,2023-06-13
586,1,8.56,Ordinaria,2024-02-23
586,5,6.29,Extraordinaria,2024-07-16
586,7,7.93,Extraordinaria,2024-01-27
587,9,8.92,Ordinaria,2024-06-04
587,8,8.47,Ordinaria,2024-11-13
587,7,8.96,Ordinaria,2024-05-31
588,5,7.61,Extraordinaria,2024-06-11
588,2,6.61,Extraordinaria,2023-10-13
588,3,4.1,Extraordinaria,2024-11-15
589,3,6.13,Ordinaria,2024-02-20
589,4,5.24,Extraordinaria,2024-11-13
589,8,9.76,Ordinaria,2023-11-17
590,6,6.24,Extraordinaria,2024-08-14
590,2,6.68,Ordinaria,2023-07-03
590,8,7.33,Extraordinaria,2025-03-27
591,6,6.57,Extraordinaria,2025-01-20
591,5,9.04,Extraordinaria,2025-01-24
591,8,5.57,Extraordinaria,2023-07-25
592,10,6.79,Ordinaria,2024-02-06
592,5,5.39,Ordinaria,2025-02-21
592,1,4.52,Extraordinaria,2023-06-23
593,1,5.58,Extraordinaria,2023-10-27
593,4,6.44,Extraordinaria,2024-02-09
593,6,5.86,Extraordinaria,2023-12-13
594,3,5.46,Extraordinaria,2024-10-25
594,5,4.39,Extraordinaria,2024-11-20
594,8,6.38,Ordinaria,2024-09-13
595,3,4.24,Extraordinaria,2025-02-27
595,10,7.64,Extraordinaria,2024-09-02
595,5,6.62,Ordinaria,2023-05-16
596,1,4.31,Ordinaria,2024-09-15
596,4,6.04,Ordinaria,2024-11-26
596,5,5.37,Extraordinaria,2024-11-18
597,6,6.98,Extraordinaria,2024-04-08
597,9,8.51,Ordinaria,2025-05-10
597,7,3.69,Extraordinaria,2024-05-09
598,3,6.67,Extraordinaria,2023-10-12
598,9,6.26,Extraordinaria,2024-11-14
598,6,7.51,Extraordinaria,2023-10-10
599,3,6.82,Ordinaria,2024-01-16
599,9,5.37,Extraordinaria,2023-10-08
599,8,6.02,Extraordinaria,2023-05-17
600,1,5.31,Ordinaria,2025-05-07
600,2,8.11,Extraordinaria,2024-11-04
600,6,6.53,Ordinaria,2024-02-22
601,4,9.35,Ordinaria,2025-03-01
601,3,6.41,Ordinaria,2023-07-08
601,5,5.44,Extraordinaria,2025-02-05
602,8,4.23,Ordinaria,2023-08-17
602,10,3.8,Ordinaria,2023-06-03
602,1,4.12,Extraordinaria,2025-03-30
603,1,6.9,Extraordinaria,2024-02-26
603,7,7.26,Ordinaria,2024-07-10
603,2,4.13,Extraordinaria,2025-02-14
604,9,7.84,Ordinaria,2024-09-11
604,10,5.78,Extraordinaria,2024-09-03
604,2,6.72,Ordinaria,2023-08-06
605,4,8.92,Ordinaria,2023-11-30
605,5,7.85,Ordinaria,2023-10-28
605,3,6.1,Extraordinaria,2024-07-14
606,3,5.16,Extraordinaria,2023-05-21
606,1,3.27,Ordinaria,2023-09-13
606,5,5.42,Ordinaria,2024-08-17
607,2,6.18,Ordinaria,2024-12-04
607,3,5.02,Ordinaria,2025-04-20
607,5,6.3,Ordinaria,2024-09-07
608,4,6.62,Ordinaria,2025-02-19
608,8,6.16,Ordinaria,2023-10-10
608,9,5.52,Extraordinaria,2025-03-13
609,2,6.75,Ordinaria,2023-12-11
609,4,7.16,Extraordinaria,2023-07-13
609,8,4.86,Ordinaria,2025-04-16
610,8,8.62,Ordinaria,2025-04-04
610,4,6.35,Extraordinaria,2023-09-15
610,2,6.53,Extraordinaria,2024-10-09
611,10,7.56,Ordinaria,2025-01-30
611,1,6.85,Extraordinaria,2025-04-09
611,7,7.93,Ordinaria,2025-04-22
612,10,6.93,Extraordinaria,2023-11-01
612,8,5.58,Extraordinaria,2024-07-05
612,1,7.04,Extraordinaria,2024-05-28
613,8,4.78,Extraordinaria,2025-03-30
613,3,6.66,Extraordinaria,2023-06-16
613,6,6.45,Extraordinaria,2025-01-20
614,5,6.19,Extraordinaria,2023-11-11
614,9,6.31,Extraordinaria,2025-04-30
614,4,3.68,Extraordinaria,2025-03-04
615,8,5.68,Extraordinaria,2023-07-19
615,2,6.64,Ordinaria,2024-06-05
615,3,6.74,Extraordinaria,2023-10-28
616,9,4.96,Ordinaria,2024-07-07
616,8,8.4,Ordinaria,2024-09-04
616,10,5.2,Ordinaria,2024-06-04
617,7,7.95,Extraordinaria,2024-12-23
617,5,7.14,Extraordinaria,2023-08-24
617,2,5.53,Ordinaria,2023-09-25
618,4,9.16,Ordinaria,2024-11-20
618,2,4.71,Extraordinaria,2023-10-06
618,10,7.88,Extraordinaria,2023-11-03
619,6,8.0,Ordinaria,2024-03-13
619,9,5.49,Extraordinaria,2024-12-22
619,8,8.59,Ordinaria,2024-02-12
620,10,6.12,Ordinaria,2024-05-16
620,3,6.93,Ordinaria,2024-12-26
